Comment_ID,Lemmatized_Review,Label
1117,1110am letterboxd 30 minute collecting thought bong joonhos masterpiece masterfully crafted high class directing still day im bummed missed 1010 gem theater last year wouldve one best theater experience life quiet dark auditorium packed audience kinda like finally saw la la land back february 2017 nice comfy theater lot filmgoers stressful day college except parasite im college graduate dont need worry countless hard assignment college professor go theater get immersed movie wellwritten character intriguing plot without thinking much hardworking life including job overall life still able get cinematic feeling home parasite true spectacle behold diehard film enthusiast,Pozitif
1118,seeing movie imax screen one neatest surreal experience life would never thought would timeline lived small little bong joon ho film best picture played imax reminder good thing happen world,Pozitif
1119,interesting parasite u line commenting naivety ignorance upper class plight quite literally poverty line film address idea capitalist society creates situation poor must claw way top infighting order ascend movie way metaphor put lower class literally beneath upper class lot thematic overlap made really interesting double feature,Negatif
1120,maybe real parasite academy snubbing park sodam,Negatif
1121,work art constantly keep toe watch,Nötr
1122,caught bouquet bitch never met,Negatif
1123,music choice early sounded royalty free nose dialogue throughout inane dragged third act lackluster denouement ending leaving theatre unmoved couldve favorite year behind lighthouse obviously great movie otherwise though phenomenal performance across board original gripping story intriguing character boot marvelous technical craft fabulous pacing intricate blend suspense comedy work way fascinating examination truly mean eat rich addition human nature age capitalism,Pozitif
1124,didnt really think anything gon na pas midsommar fav film year especially extreme amount hype filmbut still blown away regardless,Pozitif
1125,clockwise,Nötr
1126,almost late class added onto adrenaline,Nötr
1127,always exciting see frenchies decided film year never fails better pic whatever hollywood circlejerk shower bukkake critical accolade come springtime little expect cannes film festival award prestigious palme dor year director one least favorite filmmakersuntil bong joonhos english film debut 2013s snowpiercer struck overrated dumb 2017s okja cartoonish hamfisted didnt help hed relegated two favorite actor tilda swinton jake gyllenhaal cringeinducing careerlow sideshow performer besides couldnt vibe grotesque bumbling concoction familyfriendly cuteness ultra violence quirky humor reeked trying hard failed land every turn said let first surprised person say reservation parasite easily one best movie ive seen year,Negatif
1128,parasite like ticking bomb beginning feel sense chaos coming never obvious twist happens feel explosion right face marvelous behold way contrast parallel poverty wealthy family complete stranger whats important may others riveting movie truly film year,Pozitif
1129,goddamn riot probably joonhos least elegant work craftwise none observation regarding class warfare particularly illuminating doesnt help film also formally monotonous joonho highlight vertical hierarchy quite literally put bourgeoisie top working class bottom yet never bother following idea previously teased onset milk rudimentary understanding class last drop incorporating film form wholesale many bird eye shot poor people descending stair must viewer gawk theyre qualified become next durkheim still good time movie let stop pretending deeper average satire,Negatif
1130,gon na lose goddamn mind there much unpack sleeping tonight girlies,Negatif
1131,scene dasong see ghost everything family supernatural horror main character ghost real disgrace ghost scarier seeing ghost anyone become ghost matter qualified one,Negatif
1132,n n e,Nötr
1133,know kind plan never fails plan plan,Pozitif
1134,parasite still damn fantastic film everything amazing love bend many genre pretty original concept pretty big twist still dont know think ending good film one rare film actually deserved best picture win oscar,Pozitif
1135,friend love movie,Pozitif
1136,r e p e c,Nötr
1137,november 4 2019 mark first watched movie theatre twice row screening came ended literally couldnt bring leave theatre watch next showing film thats remarkable parasite life every bit hype generated fellow movie lover around world id go far call greatest film released adult life gush tomorrow ill get log second viewing longer reflection film definitely see havent concur others avoid spoiler even trailer went 100 cold way thats right ive liking parasite review without even reading lol,Pozitif
1138,instance classic instantly quotable instantly nutted ended,Nötr
1139,urgh nuclear hype movie sickening must something water horde people gripped groupthink hivemind mass delusion objective measure parasite grossly overrated technically good decent cinematography good acting apart dull imo morally repugnant,Negatif
1140,work sheer genius filmmaker never fails make deep impression,Pozitif
1141,im glad watch movie,Pozitif
1142,class guy said loved movie exposed true evil communism,Pozitif
1143,oh god film beautifully made story film really really good see movie get high rating funny shocking tense bloody absolutely amazing,Pozitif
1144,kiwoo know kind plan never fails plan plan know make plan life never work way,Pozitif
1145,gag century right,Negatif
1146,almost 4 year later still slap,Pozitif
1147,call notetakin movie attention issue feel like dont catch thing time really take note notebook like school,Pozitif
1148,think korea doesnt beautiful product watch youll change mind,Negatif
1149,second act holy shit completely understand hype,Negatif
1150,eat peach kill rich,Negatif
1151,youve never swam ocean course pool seems deep,Nötr
1152,writing review parasite kind pointlessparasite speaks itselfi thinkand sorry sound pretentious parasite citize kane generationbecause 70 year every perfect aspect parasite going studied film schoolsevery brilliant frameevery fantastic line dialogueevery genius cut going analysed death,Pozitif
1153,even though always seems cross line never cross,Nötr
1154,watching like lot incredibly clever funny yet heartbreaking time even dont like oscar full heartedly believe movie deserved win best picture experience thats different movie ive ever seen still think people kinda blown amazingness little bit proportion though someone love feel like people really love tad annoying time like hardcore group stans annoying else new let annoyance group people get wouldnt fan lot movie franchise,Pozitif
1155,girl sitting next cinema gasping every 3 second,Nötr
1156,cry past 30 minute excruciatingly long bus ride steeped anticipation raced home find tv bitch recorded first hour oscar disappointed surprised time best original screenplay rolled around half paying attention much thought parasite deserved win zero faith would announced tell broke broke waterworks year believe best film year slip crack dont receive recognition deserve reached point lost faith award show downloading screenplay day earlier gained even greater appreciation subtle nuance within let say never seen film worthy win award came end recording point seen five award announced whole day hiding spoiler thrown around left right literally every social medium site ever realised would look winner best picture heart pounding hand trembling stake high love film much far competition even funny instantly flooded news headline parasite parasite parasite history making right dragged mum along watch august heard little credit rolled loss word silent car ride home simultaneously awe unable comprehend watched nothing say would film justice told friend way theyd understand watch dont look anything go blind prepared mind blown id say could sit silence mum person could vent beauty parasite yesterday ran rain store swipe parasite dvd carried entire shift perk locker mention think testament bloody brilliant film pun intended,Pozitif
1157,caught lot subtlety narratively stylistically time around since didnt work brain understand french subtitle saw baguette everywhere love there air greatness start finish like greek myth destiny cruel yet wise maestro behind curtain halfway turn black comedy thriller magnificent couple month since saw cinema still strikingly intense likely rewatch future,Pozitif
1158,okay yall right movie exceptional im sure expecting definitely wasnt tight plotting excellent build tense unexpected third act consistently funny somehow charming brilliant simplicity small scale completely impressed entire production,Pozitif
1159,could give 5 star like could want movie,Pozitif
1160,would kinder,Pozitif
1161,metaphorical isnt capitalist horror show cant wait rewatch,Pozitif
1162,two personally recommended house staff thats possible three personally recommended house staff there outside chance four personally recommended house staff id like see,Pozitif
1163,people ride subway special smell,Pozitif
1164,high expectation film considering hype bong joonho smash fucking park parasite regret going blind possible,Negatif
1165,filmliterally filmwhats new,Nötr
1166,chanting eat rich,Pozitif
1167,read hundred review movie heaping praise saying amazing still cant prepare fucking good,Pozitif
1168,added 2019 ranked,Nötr
1169,reason time around watch 5 picked many little detail seal deal groundbreaking alltimer know rated extremely highly film deserves parasite always forget amazing,Pozitif
1170,right started black white version new criterion release bong gave introduction movie black white talked begin notice detail movie watch black white wrong felt tension throughout rewatch reminds watching hitchcock movie noticed object movie help convey character embody little bit counterpart hiding hidden desire different life become somewhat contempt current status quo begin notice clean dirty clothing character image hiding behind mirror people blend keep class disparity bay character idea status life style last forever see sequence event show delusional sadly swear every time see scene someone yeets golf club waiting someone say leg yeah movie still shit bong great time listen special feature,Negatif
1171,fantastic film taken beginning even two hour long never lost attention funny best place well great film,Pozitif
1172,92nd time charm 69,Pozitif
1173,burn witch nah burn rich,Pozitif
1174,breaking stupid rule giving five star first viewing perfect movie capitalism disease,Pozitif
1175,walked cinema raining,Nötr
1176,amount dot connected watching second timethis film truly something behold,Pozitif
1177,read many positive review parasite become curious,Pozitif
1178,masterpiece best movie ive seen real long time go cold thank,Pozitif
1179,sat computer screen 30 min dumbfounded scratching head trying think something write say joonhos magnum opus everyone go see please,Negatif
1180,rewatched today amazing remember opening closing shot always get done perfectly,Pozitif
1181,whenever rewatch parasite think maybe time find crack yeah remains one film consider absolutely perfect,Pozitif
1182,okay nvm rip dune 2 parasite earns number one spot many rewatches dune 2 say parasite tiny little bit better close like theyre kinda par,Pozitif
1183,parasite movie finally put bong joonho map best director best original screenplay best international feature film best picture 2020 academy award much like everyone else first bong joonho film ever watched immediately knew probably going top ten favourite movie ever made finished watching year ago film still hold rewatch still deserve title one best movie ever made absolutely yes question parasite movie well deserving best picture academy award palme dor solidified place one greatest movie ever made,Pozitif
1184,would controversial said one best film 21st century best whatever going say anyways,Pozitif
1185,nice theyre rich,Pozitif
1186,best use location ive ever seen film,Pozitif
1187,make plan life never work way,Nötr
1188,timed new year hit song kangho stabbing rich patriarch chest,Pozitif
1189,watched black white time start worried lack color would ruin striking scene dasongs party surprisingly wasnt bothered prof matter watch parasite always remain masterpiece got film hold parasite dearest heart one nothing love,Pozitif
1190,peachy,Nötr
1191,fairly easy see parasite took damn near every film circle storm late 2019 2020 nonstop thrill ride there denying thesis behind film also appears overly palatable generally agreeable even towards western audience feel like demographic bong made social message regarding class consciousness made order palatable provide nuanced take issue come slew inherent drawback however shallowness allegory seen right beginning working class kim family literally depicted basement seemingly lost forgotten depth society dirtiest corner bourgeois park written worst shallowest stereotype ignorant rich people ever see there nothing wrong suppose bong accomplishing set nuance portrayal whatsoever thematically despite film misguided attempt achieving class consciousness still cant find disliking movie simply effective nonthematic sense luckily amount stupid metaphor detract much enjoyment filmmaking hypnotic precise,Pozitif
1192,ermmm say lot society im rlly rlly fucking stupid shitty piss poo brain didnt understand,Negatif
1193,ghost story sort two family opposite end socioeconomic spectrum living mutually dependent ultimately separate life haunt inside grand modernist edifice ghost course class insurmountable chasm have nots poor kim family like stink bug infest squalid livedin basement dwellingso different spacious lifeless mansion occupied parkseven carry smell otherness,Negatif
1194,let get class war going seriousness movie mindblowingly thought provoking every bit good everyone said every aspect movie specifically thought left floored know ill thinking long time,Negatif
1195,showed parent could see reaction peach scene disappointed dad cant speak clapped lot mom kept saying people success,Pozitif
1196,noticed rewatch often plan mentioned film constantly character ask next whats plan frequently become frustrated confused thing dont go way wanted entire film really represents impossible know happen next life matter meticulously make choice like kim said best plan plan,Pozitif
1197,happy birthday king bong luv u,Pozitif
1198,plan nothing go wrong,Pozitif
1199,rainstorm beautiful dont drown even able find rain beautiful ignorant maybe complicit suffering drenched,Pozitif
1200,unemployed family four living basement apartment seoul one one gain employment home wealthy tech entrepreneur fraud deceit stepping rich family original employee take position hence title parasite see title applies everyone film one way another get deeper pretty soon evident capitalist system parasitic making everyone caught parasite feeding anyone big rat race kind darwinian make question point family seems love watch however there warmth like family saga rooting pull caper thats entirely scheming deceit make beautiful mansion thing start spiraling control picture veers insanely sharp humor escalating level violence even killer slasher film vibe symbol pent resentment blatant injustice korean kind kick as make movie,Pozitif
1201,first review letterboxdcomthommy1801filmparasite2019,Nötr
1202,mustwatch people love bit detail,Pozitif
1203,song kanghos best actor nomination one like,Pozitif
1204,gone wind,Nötr
1205,film incredible advertised alltimer,Nötr
1206,black white edition,Nötr
1207,masterpiece thats thats review,Pozitif
1208,celebrating best picture winner seven day time done something seriously wrong society,Pozitif
1209,bong joonhos parasite greatest film ive ever seen ive seen 5 time ive never seen film perfect craft quite like pacing painstakingly done fast joy watch classical composition leading every scene beat story cinematography directing flawless every frame necessary completely fulfills hilarious emotional script thing go many tone style dark comedy horror thriller without ever missing beat aweinspiring passionate love cinema film like parasite reason watch movie film could recommend absolutely anyone transcends genre accessible entertaining film anyone culture political background,Pozitif
1210,grand combination bong theme stylish flourish making one tense sad entertaining film year sincerely read single good negative take film,Pozitif
1211,already wish could erase memory see far best thing ive seen year everything one much,Pozitif
1212,itthis perfect film wont stop thinking,Pozitif
1213,im sorry burning kind already occupies place south korean film dealing class divide misplaced anger delusional artistic projection unto unavoidable ending occurs lot tonal shift surprise plus one tuned real world ultimately make effective thats undermine parasite merit dont feel like im actually seeing anything new conceptually recently matter surface level certainly intriguing enjoyable even feel like doesnt go far story needed twist definitely surprising kind sits end comedy manner even farce could something horrifyingcrazy wouldve far effective allegorically also im trying get comparisonsnegatives way praise want bestow seems like doesnt want indict anyone problem capitalism whereas burning want indict everyone subtle difference think crucial effectiveness everyones victim v everyone culpable wear allegorical sleeve proudly first make observation whereas burning starting point finger,Pozitif
1214,5 september 2018 5 city light 1931 5january 2019 5 andrei rublev 1966,Nötr
1215,utterly speechless bong joon ho manages seamlessly transition tongue cheek satire weighty commentary classism masterfulit shouldnt possible yet parasite remarkably powerful yet darkly comedic social commentary continuously keep guessing descent insanity serious award contender still awe straight masterpiece,Pozitif
1216,long since last watched film made heart race,Nötr
1217,full review jakarta post click,Nötr
1218,bong joonhos parasite nothing short cinematic masterpiece film ability seamlessly integrate core message narrative set apart incredible achievement storytelling rather relying explicit exposition parasite employ cinematography essential storytelling tool elevating narrative magnifying film impact,Negatif
1219,parasite,Nötr
1220,awful american actually trekking theater see junk sad elite anointing nonsense tragic parasite asks accept deeply immoral urge form sympathetic expression trojan horse film forgives promotes pretend criticize worse joker irishman sick,Negatif
1221,watching handmaiden another widelyacclaimed south korean film day ago think expectation parasite elevated completely unattainable level,Nötr
1222,bong joonho savage one amazing thing ive ever seen masterpiece instant classic amazinglydirected truly hilarious weird stellar acting beautifullyshot exquisitelywritten darn give award get please give song kangho jo yeojeong nomination wow bravo cant stop thinking,Pozitif
1223,eh dont get hype felt half baked okjathough nearly horrendous equally unnecessary tone shift idea working class fighting instead fighting structure keep downtrodden horror concept good one interesting dont feel like film even fully belief message,Negatif
1224,nothing else better shoplifter,Negatif
1225,hard talk without getting final scene let say without hyperbole one powerful heartbreaking condemnation class divide capitalistic system ever depicted film,Negatif
1226,easily one best movie ever made oh god,Pozitif
1227,im smoking poopcovered cig exploding toilet,Nötr
1228,910 damn well crafted intense film see fuss bong joon ho prof brilliant filmmaker reckoned twisty plot hard hitting theme social class money psychological drama turn suspense intensity way eleven tightly paced well acted,Pozitif
1229,bong joon ho day le grand rex host parasite,Pozitif
1230,metaphorical,Nötr
1231,wish took note several point rewatch thought pause grab notepad pencil start taking note there way ill remember detail want comment get writing didnt couldnt dad introduction one favourite director bong joonho also introduction korean cinema general especially korean thriller affinity couldnt pause anyone who watched parasite know truly immersive experience rob someone full experience pausing would annoying pointless guess next time watch ill write something little bit comprehensive top head remember good deal detail something say id much rather save full review rather halfass either way think im going start whipping little notebook pencil reasonable viewing remember stuck absolutely,Pozitif
1232,rain blessing,Pozitif
1233,something gon na try change trajectory life gon na film right,Nötr
1234,pure bliss overwhelming joy took saw back 1 letterboxd,Pozitif
1235,bong joonho really woke one morning decided make best movie ever made every week rewatch peach scene check still feel something,Pozitif
1236,give less 5 star movie wrong,Negatif
1237,party rock house tonight everybody good time yeah gon make lose mind woo everybody good time,Pozitif
1238,blast revisit modern classic fourth viewing first time seeing big screen around year ago went sold bw premiere iffr film school friend great night qa bong awesome obviously flexing yall room,Pozitif
1239,showing lance first time,Nötr
1240,spectacular hate watching earlier,Negatif
1241,story two family opposite side social spectrum poor kim family hatch scheme become employed wealthy park family posing professional qualified worker,Negatif
1242,parasite amazing film finished first thought distinctive movie overhyped scene kept coming back unbidden mind connecting scene story personal moment began realize depth achieved stunned,Pozitif
1243,believe bong joon ho supremacy,Pozitif
1244,hype damaging expectation especially see award nomination sweeping film community praising movie high surely perfect fortunately time hype teaser expectation expectation fever pitch took seat movie let film wash laughed edge seat dropped jaw several time stunning view,Pozitif
1245,walked old lady stopped front turn say haha let go watch beautiful day neighborhood think meant dig parasite,Pozitif
1246,best movie year,Pozitif
1247,give 5000 star,Nötr
1248,parasite best film decade,Pozitif
1249,crossing line,Nötr
1250,mr park wrong smell like pure excellence,Pozitif
1251,trickle economics straight asshole,Pozitif
1252,watched parent quite exciting thing never seen south korean film prior mother liked lot still clue father think think still positive lol,Pozitif
1253,wish mother would get damn phone pay full attention movie try show attention span worse ipad kid point,Negatif
1254,hello wrote recorded video recommend movie lb top 250 dont recommend one video generally though video parasite top list made sense use representation,Pozitif
1255,bong joonhos anti capitalistic societal satire definitive genre blender go provide delightful dramatic satisfaction intrinsically tackling much serious issue class dissidence solely limited specific contemporary society even though bong superlative peak arguably stand memory murder 2003 exploring psychological state brutality non substantial manner parasite stand position close second abundant usage ambiguity,Negatif
1256,im obviously treading carefully review considering happened first time round reminder report review spoiler youre cop,Pozitif
1257,got tapeworm make premiere extra special tapeworm movie wasnt really worth also none actor knew english funny last time checked actor american,Pozitif
1258,parasite would received 5 star questionable violence last act slightly marred impression one main character could see included could avoided arguably paint working class similar light upper class parasite splendid engaging movie great pacing nice character arc music lighting great music nicely captured accentuated atmosphere,Pozitif
1259,ive heard lot people compare joker think joker better directed hate every single shot seems last like 20 second eisenstein would hate parasite much better written acting even characterization far stronger,Pozitif
1260,exiting theater woman behind said,Nötr
1261,despite astonishing sense precision film feel like written single session finger furiously working keyboard angry amused sad might rush immediacy seldom experienced deeply sincere faceted sweeping emotion flicker screen,Negatif
1262,watching parasite feel like im living famous story emperor new clothes everybody seems rave film greatness honesty find average movie definitely carry promising idea conceptually visually soon get halfway point start suffer worst writing ive seen film critical consensus however seems bong joonhos latest work nothing short masterpiece boggles obsessed far unsuccessful quest find single negative review,Negatif
1263,glad decide break brief sabbatical film parasite everything make cinema great taught exciting infuriating saddening ultimately poignant feel utterly transfixed credit roll,Pozitif
1264,great movie like magic parasite one best magic trick ive ever seen,Pozitif
1265,today rewatch day watch one best class movie ever made exactly fresh first day saw,Pozitif
1266,finally got entire fam watch masterpiece many night begging fucking good first time,Pozitif
1267,say ghost house brings wealth actually money good recently,Pozitif
1268,perfection finest,Pozitif
1269,great film teaching treating people wrongly greater effect imagine,Pozitif
1270,unique experience didnt really expect,Nötr
1271,still perfect,Pozitif
1272,one easiest 5 star ever given,Pozitif
1273,thing overhyping parasite good,Pozitif
1274,rich still nice,Pozitif
1275,like yesterday film parasite film unfortunately missed cinema excited finally able see massive fan bong joonhos film especially mother snowpiercer,Pozitif
1276,finally got sister watch commentary made better watch gave 45 im still wondering thought lacked,Pozitif
1277,asian person definitively say asian birthday party end like,Pozitif
1278,good 2nd time around love,Pozitif
1279,edit moongwang vomiting toilet immediately cutting semibasement toilet spewing sewage brutally inspired choice movie would clear standout took three viewing realize subtle bong joonhos machination scene film large well able deliver message play,Pozitif
1280,finally one found way finnish cinema course expectation enormous definitely worth wait masterclass writing every single action moment deliberate well paced nothing seems even bit irrelevant class commentary time clever gloriously inyourface,Pozitif
1281,wonder min say saw news,Nötr
1282,make plan life never turn way,Nötr
1283,even better second time around,Pozitif
1284,know kind plan never fails plan plan know life planned,Pozitif
1285,absolutely immaculate best cinematic experience year comedy suspense drama everything land everything single line dialogue performance slightest every frame felt necessary thorough masterfully crafted classic,Pozitif
1286,well yesterday interesting day work went movie watched really great foreign film might entered favorite film 2019 im talking talked film director bong joonho parasite,Pozitif
1287,man new movie guy directed snowpiercer really picking steam,Nötr
1288,movie bong circling entire career,Nötr
1289,perfect film first hour amazing character gorgeous cinematography tone shift bit jarring twenty minute overall second half worked,Pozitif
1290,see sun reflecting blown away hair peach know cinematographer mastered art someone cgidepartment,Nötr
1291,parasite eat rich pay,Pozitif
1292,kijeong kiwoo unison jessica child illinois chicago im classmate cousin,Nötr
1293,meticulous layered film ive seen everyone desperate chance stand sunlight,Negatif
1294,three watch ive decided goto sleepover film,Nötr
1295,word cant even describe fantastic movie laughing first third stressed panicky second completely mesmerized finale simply amazing favorite movie year far,Pozitif
1296,best movie year,Pozitif
1297,still perfect,Pozitif
1298,bong joonho genius,Nötr
1299,pissed as shitted cock,Negatif
1300,still shocked movie class struggle well u,Negatif
1301,since ive seen movie decided rewatch give thought parasite simply genius masterpiece following lower class kim family infiltrate wealthy family household posing qualified worker film deserves hype praise gotten honestly touch every genre able elegantly ranging moment pure comedy time tragedy bong joonhos direction storytelling keep u engaged start finish providing one original screenplay hit theater year believe solidified one best director generation good reason also thought actor great job displaying character motivation throughout movie overall great see foreign film make impact film industry,Pozitif
1302,first watched parasite year half ago knew nothing film even remember absolutely loving big impact since film become passion friend cough cough melody introduced letterboxd anyway mood rewatch today holy fuck truly cant sing praise highly enough parasite doesnt really fit one genre truly unique term plot way show class divide cinematography performance next level pacing perfect birthday party scene league dont need explain everyone know,Pozitif
1303,dont think merit highest rated film app isnt even bong best film however still damn sharp cinematic exercise road see iconic status something like pulp fiction cinematicpop culture sphere youre also going see deemed overrated due said status,Negatif
1304,crime humanity committed thought movie anything less 4,Negatif
1305,spoiler,Nötr
1306,everyone know good parasite explaining parasite succeeds well trying waste time technical aspect film perfect get clean camera movement also change character different location clean editing wonderful lighting production design also perfect character,Pozitif
1307,social horror movie funny honest human tragic ultimately horrific look systemic oppression class division length made either overcome keep check cross linguistic geographic border land punch gut,Negatif
1308,really glad able see one best film decade decade end literally day,Pozitif
1309,mrkim wanted people accept distinct odor basically film boil end,Pozitif
1310,said gon na scam rich people worth know mad respect,Pozitif
1311,directed bong joonho film tell story two family wealthy park impoverished kims become intertwined complex suspenseful relationship,Pozitif
1312,somehow parasite hit different black white like able focus even character performance theme plot way without distraction color actually look stunning version didnt color though however still fully entirely parasite obviously rewatch even established spot one time favorite must said entirely different experience different less fantastic way,Pozitif
1313,holy shit dude like dont get wrong kung fu panda 2 still holy shit,Negatif
1314,kept rewatching hoping different outcome movie tragically sad,Negatif
1315,metaphorical,Nötr
1316,sometimes peach montage hit different dont know tell,Nötr
1317,ohhhhhh jessica nice,Pozitif
1318,wonder bong joon ho feel knowing made greatest film ever,Pozitif
1319,metaphorical,Nötr
1320,one best film ever see dark comedy thriller reward multiple viewing find something new appreciate whether remarkable cast unforgettable set parasite one unique film last 10 year despite language speak flow dance like nothing ive ever watched comment class division south korea everything apply place world bong masterpiece,Pozitif
1321,respect,Pozitif
1322,watched bluray,Nötr
1323,heart never lie,Nötr
1324,third time charm,Pozitif
1325,four time academy award winner parasite,Pozitif
1326,better last boy scout getting fucking drunk tonight bonghive,Pozitif
1327,genuinely speechless finishing carefully beautifully crafted one every single person see many thought head full,Pozitif
1328,fact joker nominated alongside best picture biggest joke century,Pozitif
1329,dude speechless movie,Nötr
1330,parasite certain ambiguity title masterpiece unsure family parasitic one family fraud imposter kims family relies help facilitate role parent park,Pozitif
1331,kind movie inconceivable think playing somewhere around clock seems like showing youre singular event ever recreated film year maybe best certainly favorite obviously film 2019,Pozitif
1332,dont know write hasnt written already expected something happened thing beautiful film notsohidden message living day rest already know,Pozitif
1333,showed mom loved ithow movie good im speechless,Pozitif
1334,every time year come film want show normies life remind cinema pack plenty punch regardless language country saw normies swooned parasite bong hitting bullseye tone control master make look easy film funny thrilling moving within sequence time cant say enough soundtrack well music turn ballet bong get nominated film get nominated would nominate song kangho say,Pozitif
1335,non est terminus mean limit perfection,Pozitif
1336,going parasite tried remain blind possible knew basic synopsis hadnt read review hadnt watched trailer preview played first love shut eye however hear music preview shifted upbeat whimsical ominous thrilling,Pozitif
1337,initial twitter thought,Nötr
1338,there nothing possibly say right hasnt said bong joonhos parasite one exciting riveting film year there undeniable striking beauty refusal confined one single genre subdued also one thoughtprovoking play expectation morality quite,Pozitif
1339,wild broad story take form many time genre parasite sense heightened reality people event dont quite seem registering real theme anger feel certainly truthful,Pozitif
1340,bruh bruh there kind genius juice bong joon ho drinking oblivious,Pozitif
1341,watchlist going everyones watchlist idc,Nötr
1342,recommended jayden boxdit61lif,Pozitif
1343,yeah parasite still one greatest film ever made even worth writing eh,Pozitif
1344,love fact collectively agree movie doesnt deserve anything 5 star,Pozitif
1345,big best picture win parasite rightfully earned week ago felt right revisit rightfully add home collection soon possible aka whenever hell jeff bezos decides deliver house jumped gun criterion collection announced would added prestigious library exactly one day ordered copy hmmm sure im gon na recoup 20 back ah well didnt feel right wait longer necessary revisiting may well bong joonhos masterpiece finally admit even uncomfortably real strength marriage story one deserved genuinely 100 best film entire year mean two neckandneck either one wouldve pleased sooo,Pozitif
1346,damn parasite feel like grumbling go win oscar thanks longer right complain academy assume happens film come good power bring decadesold reservation crashing ruin possibly never rebuilt say never happened,Pozitif
1347,bw edition,Nötr
1348,hype real film thought couldnt get weird glad saw theater truly experience,Pozitif
1349,hit da bong,Nötr
1350,wow really dont know best talk parasite word might help funny stressful heartbreaking razor sharp brilliant bong joonhos direction impeccable performance spot im glad went cold allowed film unravel around lose attention spin masterful web encases absurdity thing get really bleak youre transfixed break free would want there one scene film lead rapidly run many flight step whole sequence forever etched mind simple effective conveys really broke heart hour since saw parasite cant shake awe left truly incredible piece cinema deeply poignant intoxicating parasite masterpiece,Pozitif
1351,sometimes brain itch wonder brain worm like rfk think worm rfks brain gon na eventually get rest worm rfks brain fired could replace worm family member help get poverty realize worm basement rfks brain sending morse code rfks blinking pattern worm fought died rfk became secretary department health human service think,Negatif
1352,would kinder,Pozitif
1353,great experience term script depth characterthe way movie portrayed social class division impressive every scene like work art really liked recommend,Pozitif
1354,make want go back give movie ive rated 5 star 45 wow,Pozitif
1355,hell,Negatif
1356,masterfully constructed bong joonho parasite find director orchestrating class allegory guise thriller dark comedy drama steeped varying flavor theme genre narrative see central family need employment falling wealthier clan story thread unravel engagingly story layered character worthy focus cinema display vibrant shot composed visual narrative energy edit quietly propulsive experience enveloping rich thoughtprovoking,Pozitif
1357,kitaek rich still nice,Pozitif
1358,recommended ianchoi,Pozitif
1359,okay guess,Pozitif
1360,actual fuck masterpiece,Pozitif
1361,hasnt good movie since 2019 even hauntingly beautiful second time around,Pozitif
1362,everyday encounter masterpiece today privilege witnessing one,Pozitif
1363,wanted watch movie toilet,Nötr
1364,holy fucking shit,Negatif
1365,certified venom approved,Pozitif
1366,one favorite movie experience ever bong joon ho youre man,Pozitif
1367,parasite popular film letterboxd say still one best movie ever seen,Pozitif
1368,showing new people 5 star experience,Nötr
1369,could literally rewatch every day rest life get sick,Negatif
1370,watching black white experience thank u amazon prime 3,Pozitif
1371,yes taken year watch parasite im sorry im countersuggestible nature often hear film well received might deliberately stay away get disappointed turn great everyone made seem happen best rated film letterboxd deserves havent rated five star statistical anomaly bootlicker racist three honestly idk whether watched film anyone couldnt rate full mark beyond even ignore undertone still staggering love appreciate bong joon ho great deal,Pozitif
1372,deadly serious new deadass,Negatif
1373,knew missed going theater seeing inception within day big screen seriously dont know survived house long watching movie fyi there 4 case province,Negatif
1374,none would happened,Nötr
1375,holy hell ride film,Negatif
1376,next academy award show would april 25 2021 meaning parasite would longest running best picture oscar winner datebonghive nation truly,Pozitif
1377,turn real parasite ignorant rich prick met along way,Nötr
1378,masterpiece korean cinema golden age since 2002 movie along handmaiden oldboy remembered citizen kanes goodfellas godfather korean cinema already watch korean movie really need watch modern korean movie something special engaging modern american movie maybe subtitle make engaging maybe storytelling new exiting whatever reason everyone watch parasite korean movie,Pozitif
1379,imax time,Nötr
1380,student cinema oversee uofl campus really fortunate able get movie soon oscar distributor said close call license available later due wider theatrical rereleases wasnt planning seeing last night heard turnout really solid wanted experience since theater rarely pull twenty people per showing,Pozitif
1381,well fun,Pozitif
1382,didnt rewatch,Nötr
1383,bong joon ho parasite begin struggling lower class kitaek higher class park family cross path one wanting given class bong touch worldly problem interupt family opposite way metaphor sense see unfold else happens make struggle much harder performance solid along directing highly recommend watch,Negatif
1384,love well written thriller 100 movie intense start finish also recommend keeping eye symbolism theme present throughout movie,Pozitif
1385,masterful work ambiguity capitalism issue give much rewatch value detail movie insane best waytake note todd phillips go read jackson hendrix review letterbox cause rule love ending movie rich mom heart,Pozitif
1386,wow movie,Pozitif
1387,upon rewatch,Nötr
1388,havent walked away film feeling impacted think entire life im relieved went blind,Pozitif
1389,slashing exam dominating thats care need vigor vigor,Pozitif
1390,heistcomedythrillerhorror film blend perfectly 2 hr jaw dropping ride,Pozitif
1391,gang get trapped,Negatif
1392,surrender parasite achievement literally gaped awe reveal one major twist bong joonhos masterpiece elicits visceral reaction along gaping plenty guffawing gasping gurgling blood movie course,Pozitif
1393,keep clinging stone,Nötr
1394,thats,Nötr
1395,riveting one best film year,Pozitif
1396,bong joonho said respect people make bad movie aint,Negatif
1397,undoubtedly one flawless movie ive seen year home theater,Pozitif
1398,saw egyptian appearance qa director bong joonho likely favorite 2019 cant imagine would take place,Pozitif
1399,proletariat revolt social class struggle joon ho bong eye,Negatif
